Kind,Name,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLineCode,Cyclomatic,MaxInheritanceTree,PercentLackOfCohesion
Abstract Method,"com.beust.jcommander.IParameterizedParser.parseArg",,,,,,,,1,0,,
Public Generic Interface,"com.beust.jcommander.IStringConverter",0,1,14,1,0,1,1,3,,0,0
TypeVariable,"com.beust.jcommander.IStringConverter.T",1,0,0,0,0,0,0,0,,1,0
Abstract Method,"com.beust.jcommander.IStringConverter.convert",,,,,,,,1,0,,
Public Interface,"com.beust.jcommander.IStringConverterFactory",0,1,2,1,0,1,1,3,,0,0
Abstract Method,"com.beust.jcommander.IStringConverterFactory.getConverter",,,,,,,,1,0,,
Public Interface,"com.beust.jcommander.IStringConverterInstanceFactory",0,4,3,1,0,1,1,3,,0,0
Abstract Method,"com.beust.jcommander.IStringConverterInstanceFactory.getConverterInstance",,,,,,,,1,0,,
Public Interface,"com.beust.jcommander.IUsageFormatter",0,2,1,6,0,6,6,8,,0,0
Abstract Method,"com.beust.jcommander.IUsageFormatter.getCommandDescription",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.IUsageFormatter.usage",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.IUsageFormatter.usage",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.IUsageFormatter.usage",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.IUsageFormatter.usage",,,,,,,,1,0,,
Abstract Method,"com.beust.jcommander.IUsageFormatter.usage",,,,,,,,1,0,,
Public Generic Interface,"com.beust.jcommander.IValueValidator",0,2,6,1,0,1,1,3,,0,0
TypeVariable,"com.beust.jcommander.IValueValidator.T",1,0,0,0,0,0,0,0,,1,0
Abstract Method,"com.beust.jcommander.IValueValidator.validate",,,,,,,,1,0,,
Public Interface,"com.beust.jcommander.IVariableArity",0,1,2,1,0,1,1,3,,0,0
Abstract Method,"com.beust.jcommander.IVariableArity.processVariableArity",,,,,,,,1,0,,
Public Class,"com.beust.jcommander.JCommander",1,59,0,90,19,92,92,1114,,1,94
Public Static Class,"com.beust.jcommander.JCommander.Builder",1,10,0,20,2,20,20,84,,1,50
Public Constructor,"com.beust.jcommander.JCommander.Builder.Builder",,,,,,,,2,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.acceptUnknownOptions",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.addCommand",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.addCommand",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.addConverterFactory",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.addConverterInstanceFactory",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.addObject",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.allowAbbreviatedOptions",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.allowParameterOverwriting",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.args",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.atFileCharset",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.build",,,,,,,,6,2,,
Public Method,"com.beust.jcommander.JCommander.Builder.columnSize",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.console",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.defaultProvider",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.expandAtSign",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.programName",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.resourceBundle",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.usageFormatter",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Builder.verbose",,,,,,,,4,1,,
Private Class,"com.beust.jcommander.JCommander.DefaultVariableArity",2,3,0,1,0,1,1,10,,1,0
Public Method,"com.beust.jcommander.JCommander.DefaultVariableArity.processVariableArity",,,,,,,,7,2,,
Public Constructor,"com.beust.jcommander.JCommander.JCommander",,,,,,,,3,1,,
Public Constructor,"com.beust.jcommander.JCommander.JCommander",,,,,,,,3,1,,
Public Constructor,"com.beust.jcommander.JCommander.JCommander",,,,,,,,11,3,,
Private Constructor,"com.beust.jcommander.JCommander.JCommander",,,,,,,,9,3,,
Public Constructor,"com.beust.jcommander.JCommander.JCommander",,,,,,,,3,1,,
Public Constructor,"com.beust.jcommander.JCommander.JCommander",,,,,,,,4,1,,
Public Static Class,"com.beust.jcommander.JCommander.Jcommander",1,17,0,2,1,2,2,100,,1,0
Public Static Class,"com.beust.jcommander.JCommander.Jcommander",1,25,0,21,1,24,24,146,,1,37
Public Constructor,"com.beust.jcommander.JCommander.Jcommander.Jcommander",,,,,,,,3,1,,
Public Constructor,"com.beust.jcommander.JCommander.Jcommander.Jcommander",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.addCommand",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.addCommand",,,,,,,,11,3,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.addCommand",,,,,,,,22,4,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.determineArity",,,,,,,,8,2,,
Private Method,"com.beust.jcommander.JCommander.Jcommander.findCommand",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.findParameterDescription",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.findProgramName",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.getCommands",,,,,,,,7,2,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.getObjects",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.getParsedAlias",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.getParsedCommand",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.getRawCommands",,,,,,,,7,2,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.getUnknownOptions",,,,,,,,3,1,,
Public Static Generic Method,"com.beust.jcommander.JCommander.Jcommander.instantiateConverter",,,,,,,,20,6,,
TypeVariable,"com.beust.jcommander.JCommander.Jcommander.instantiateConverter.T",1,0,0,0,0,0,0,0,,1,0
Public Method,"com.beust.jcommander.JCommander.Jcommander.isBooleanType",,,,,,,,3,1,,
Public Static Method,"com.beust.jcommander.JCommander.Jcommander.newBuilder",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.JCommander.Jcommander.parse",,,,,,,,94,22,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.s",,,,,,,,7,2,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.setAcceptUnknownOptions",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.setAllowAbbreviatedOptions",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.setCaseSensitiveOptions",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.setVerbose",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.Jcommander.subArray",,,,,,,,6,1,,
Public Static Method,"com.beust.jcommander.JCommander.Jcommander.trim",,,,,,,,7,2,,
Static Class,"com.beust.jcommander.JCommander.MainParameter",1,5,0,2,7,2,2,23,,1,64
Public Method,"com.beust.jcommander.JCommander.MainParameter.addValue",,,,,,,,11,3,,
Public Method,"com.beust.jcommander.JCommander.MainParameter.getDescription",,,,,,,,3,1,,
Private Static Class,"com.beust.jcommander.JCommander.Options",1,6,0,0,12,0,0,30,,1,0
Anonymous Class,"com.beust.jcommander.JCommander.Options.(Anon_1)",1,3,0,1,0,1,1,15,,2,0
Public Method,"com.beust.jcommander.JCommander.Options.(Anon_1).compare",,,,,,,,13,4,,
Public Static Class,"com.beust.jcommander.JCommander.ProgramName",2,5,0,6,2,6,6,55,,1,41
Constructor,"com.beust.jcommander.JCommander.ProgramName.ProgramName",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommander.ProgramName.equals",,,,,,,,15,7,,
Public Method,"com.beust.jcommander.JCommander.ProgramName.getDisplayName",,,,,,,,16,4,,
Public Method,"com.beust.jcommander.JCommander.ProgramName.getName",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.ProgramName.hashCode",,,,,,,,6,2,,
Public Method,"com.beust.jcommander.JCommander.ProgramName.toString",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.addCommand",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.addCommand",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.addCommand",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.addConverterFactory",,,,,,,,17,1,,
Anonymous Class,"com.beust.jcommander.JCommander.addConverterFactory.(Anon_2)",2,11,0,1,0,1,1,14,,1,0
Public Method,"com.beust.jcommander.JCommander.addConverterFactory.(Anon_2).getConverterInstance",,,,,,,,11,5,,
Public Method,"com.beust.jcommander.JCommander.addConverterInstanceFactory",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.JCommander.addDescription",,,,,,,,56,14,,
Public Method,"com.beust.jcommander.JCommander.addObject",,,,,,,,13,5,,
Public Method,"com.beust.jcommander.JCommander.convertValue",,,,,,,,34,10,,
Anonymous Class,"com.beust.jcommander.JCommander.convertValue.(Anon_3)",2,6,0,1,0,1,1,6,,1,0
Public Method,"com.beust.jcommander.JCommander.convertValue.(Anon_3).convert",,,,,,,,4,2,,
Public Method,"com.beust.jcommander.JCommander.createDescriptions",,,,,,,,6,2,,
Private Method,"com.beust.jcommander.JCommander.determineArity",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.JCommander.expandArgs",,,,,,,,29,7,,
Private Method,"com.beust.jcommander.JCommander.expandDynamicArg",,,,,,,,12,5,,
Private Method,"com.beust.jcommander.JCommander.findCommand",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.findCommandByAlias",,,,,,,,13,3,,
Private Method,"com.beust.jcommander.JCommander.findConverterInstance",,,,,,,,7,3,,
Private Method,"com.beust.jcommander.JCommander.findParameterDescription",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.JCommander.findProgramName",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getAliasMap",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getBundle",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getColumnSize",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getCommands",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getCommands",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getConsole",,,,,,,,12,3,,
Private Method,"com.beust.jcommander.JCommander.getDescriptionFor",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getDescriptions",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getFields",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getMainParameter",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getMainParameterDescription",,,,,,,,5,3,,
Public Method,"com.beust.jcommander.JCommander.getMainParameterValue",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getObjects",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getObjects",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getOptions",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getParameterDescriptionComparator",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getParameters",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getParsedAlias",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getParsedAlias",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getParsedCommand",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getParsedCommand",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.JCommander.getPrefixDescriptionFor",,,,,,,,6,3,,
Public Method,"com.beust.jcommander.JCommander.getProgramDisplayName",,,,,,,,3,2,,
Public Method,"com.beust.jcommander.JCommander.getProgramName",,,,,,,,3,2,,
Public Method,"com.beust.jcommander.JCommander.getRawCommands",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.JCommander.getSeparatorFor",,,,,,,,8,3,,
Public Method,"com.beust.jcommander.JCommander.getUnknownArgs",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getUnknownOptions",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.getUsageFormatter",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.JCommander.handleBooleanOption",,,,,,,,9,4,,
Private Method,"com.beust.jcommander.JCommander.initMainParameterValue",,,,,,,,22,5,,
Private Method,"com.beust.jcommander.JCommander.initializeDefaultValue",,,,,,,,11,3,,
Private Method,"com.beust.jcommander.JCommander.initializeDefaultValues",,,,,,,,10,4,,
Private Method,"com.beust.jcommander.JCommander.isBooleanType",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.JCommander.isOption",,,,,,,,11,7,,
Public Method,"com.beust.jcommander.JCommander.isParameterOverwritingAllowed",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.JCommander.matchArg",,,,,,,,21,9,,
Private Method,"com.beust.jcommander.JCommander.p",,,,,,,,5,2,,
Public Method,"com.beust.jcommander.JCommander.parse",,,,,,,,8,2,,
Private Method,"com.beust.jcommander.JCommander.parse",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.parseWithoutValidation",,,,,,,,3,1,,
Private Static Method,"com.beust.jcommander.JCommander.pluralize",,,,,,,,3,2,,
Private Method,"com.beust.jcommander.JCommander.processFixedArity",,,,,,,,6,2,,
Private Method,"com.beust.jcommander.JCommander.processFixedArity",,,,,,,,29,8,,
Private Method,"com.beust.jcommander.JCommander.processPassword",,,,,,,,13,3,,
Private Method,"com.beust.jcommander.JCommander.processVariableArity",,,,,,,,12,2,,
Private Method,"com.beust.jcommander.JCommander.readFile",,,,,,,,14,4,,
Private Method,"com.beust.jcommander.JCommander.readPassword",,,,,,,,4,1,,
Private Method,"com.beust.jcommander.JCommander.s",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.setAcceptUnknownOptions",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.setAllowAbbreviatedOptions",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.setAllowParameterOverwriting",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.setAtFileCharset",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.setCaseSensitiveOptions",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.setColumnSize",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.setConsole",,,,,,,,1,1,,
Public Method,"com.beust.jcommander.JCommander.setDefaultProvider",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.setDescriptionsBundle",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.setExpandAtSign",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.setParameterDescriptionComparator",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.setParameterizedParser",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.setProgramName",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.setProgramName",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommander.setUsageFormatter",,,,,,,,5,2,,
Public Method,"com.beust.jcommander.JCommander.setVerbose",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.JCommander.subArray",,,,,,,,3,1,,
Private Static Generic Method,"com.beust.jcommander.JCommander.tryInstantiateConverter",,,,,,,,10,3,,
TypeVariable,"com.beust.jcommander.JCommander.tryInstantiateConverter.T",1,0,0,0,0,0,0,0,,1,0
Public Method,"com.beust.jcommander.JCommander.usage",,,,,,,,5,1,,
Private Method,"com.beust.jcommander.JCommander.validateOptions",,,,,,,,34,9,,
Public Class,"com.beust.jcommander.JCommanderTest",1,99,0,106,1,108,108,1185,,1,75
Public Static Class,"com.beust.jcommander.JCommanderTest.BaseArgs",1,1,0,0,2,0,0,6,,1,0
Enum Type,"com.beust.jcommander.JCommanderTest.Color",1,1,0,2,2,2,2,3,,1,
Public Method,"com.beust.jcommander.JCommanderTest.Color.valueOf",,,,,,,,0,1,,
Public Method,"com.beust.jcommander.JCommanderTest.Color.values",,,,,,,,0,1,,
Static Class,"com.beust.jcommander.JCommanderTest.CommandTemplate",1,3,0,0,2,0,0,6,,1,0
Public Static Class,"com.beust.jcommander.JCommanderTest.ConfigureArgs",1,0,0,0,0,0,0,2,,1,0
Public Static Class,"com.beust.jcommander.JCommanderTest.Help",1,4,0,0,1,0,0,5,,1,0
Public Static Class,"com.beust.jcommander.JCommanderTest.JcommanderTest",1,28,0,30,0,30,30,203,,1,0
Public Constructor,"com.beust.jcommander.JCommanderTest.JcommanderTest.JcommanderTest",,,,,,,,2,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.alternateNamesListArgs",,,,,,,,9,1,,
Private Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.argsBoolean0",,,,,,,,5,1,,
Private Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.argsBoolean1",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.arity2Fail",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.arityString",,,,,,,,10,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.badParameterShouldThrowParameter1Exception",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.badParameterShouldThrowParameter2Exception",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.booleanArity0",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.booleanArity1",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.booleanNoDefault",,,,,,,,11,1,,
Class,"com.beust.jcommander.JCommanderTest.JcommanderTest.booleanNoDefault.Args",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.finalArgs",,,,,,,,7,1,,
Anonymous Class,"com.beust.jcommander.JCommanderTest.JcommanderTest.finalArgs.(Anon_2)",1,1,0,0,1,0,0,3,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.hiddenArgs",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.hiddenConverter",,,,,,,,7,1,,
Class,"com.beust.jcommander.JCommanderTest.JcommanderTest.hiddenConverter.Args",1,3,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.hiddenSplitter",,,,,,,,12,2,,
Class,"com.beust.jcommander.JCommanderTest.JcommanderTest.hiddenSplitter.Args",1,3,0,0,1,0,0,4,,1,0
Private Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.i18n1",,,,,,,,9,2,,
Private Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.i18n2",,,,,,,,8,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.i18nNoLocale",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.invertedBoolean",,,,,,,,12,1,,
Class,"com.beust.jcommander.JCommanderTest.JcommanderTest.invertedBoolean.Args",1,1,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.multiObjects",,,,,,,,8,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.multiObjectsWithDuplicatesFail",,,,,,,,6,1,,
Private Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.multipleNames",,,,,,,,6,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.multipleNames1",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.multipleNames2",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.multipleUnparsedFail",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.pathConverterErr",,,,,,,,4,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.privateArgs",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.repeatedArgs",,,,,,,,7,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.requiredFields1Fail",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.JCommanderTest.JcommanderTest.testAlternateNamesForListParameters",,,,,,,,8,1,,
Static Class,"com.beust.jcommander.JCommanderTest.MvParameters",1,2,0,0,2,0,0,6,,1,0
Static Class,"com.beust.jcommander.JCommanderTest.V2",2,7,0,2,0,2,2,13,,1,50
Public Method,"com.beust.jcommander.JCommanderTest.V2.validate",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.V2.validate",,,,,,,,4,1,,
Static Class,"com.beust.jcommander.JCommanderTest.ValuesValidator",2,5,0,1,0,1,1,12,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.ValuesValidator.validate",,,,,,,,9,3,,
Public Method,"com.beust.jcommander.JCommanderTest.access",,,,,,,,14,1,,
Class,"com.beust.jcommander.JCommanderTest.access.Parameters",1,2,0,1,2,1,1,9,,1,50
Private Method,"com.beust.jcommander.JCommanderTest.access.Parameters.setBar",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.JCommanderTest.argsBoolean0",,,,,,,,3,1,,
Private Method,"com.beust.jcommander.JCommanderTest.argsBoolean1",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.arity",,,,,,,,14,1,,
Class,"com.beust.jcommander.JCommanderTest.arity.Parameters",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.arity1Fail",,,,,,,,8,1,,
Public Method,"com.beust.jcommander.JCommanderTest.arity1Success1",,,,,,,,9,1,,
Public Method,"com.beust.jcommander.JCommanderTest.arity1Success2",,,,,,,,9,1,,
Public Method,"com.beust.jcommander.JCommanderTest.arity2Fail",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.arityString",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.atFileCanContainEmptyLines",,,,,,,,10,1,,
Public Method,"com.beust.jcommander.JCommanderTest.atFileWithInNonDefaultCharset",,,,,,,,24,3,,
Public Method,"com.beust.jcommander.JCommanderTest.badParameterShouldThrowParameter1Exception",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.badParameterShouldThrowParameter2Exception",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.booleanArity0",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.booleanArity1",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.booleanNoDefault",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.commandKey",,,,,,,,11,1,,
Class,"com.beust.jcommander.JCommanderTest.commandKey.Args",1,1,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.commandsShouldBeShownInOrderOfInsertion",,,,,,,,6,1,,
Public Method,"com.beust.jcommander.JCommanderTest.commandsWithSamePrefixAsOptionsShouldWork",,,,,,,,7,1,,
Public Method,"com.beust.jcommander.JCommanderTest.commitTest",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.JCommanderTest.dashDashDashDash",,,,,,,,10,1,,
Class,"com.beust.jcommander.JCommanderTest.dashDashDashDash.Parameters",1,3,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.dashDashEmpty",,,,,,,,9,1,,
Class,"com.beust.jcommander.JCommanderTest.dashDashEmpty.Parameters",1,3,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.dashDashParameter",,,,,,,,14,1,,
Class,"com.beust.jcommander.JCommanderTest.dashDashParameter.Parameters",1,3,0,0,2,0,0,6,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.dashDashParameter2",,,,,,,,17,1,,
Class,"com.beust.jcommander.JCommanderTest.dashDashParameter2.Parameters",1,3,0,0,2,0,0,6,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.disabledAtSignExpansionTest",,,,,,,,11,1,,
Class,"com.beust.jcommander.JCommanderTest.disabledAtSignExpansionTest.Params",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.doubleQuotedStringShouldBeConsideredAsParameter",,,,,,,,10,1,,
Class,"com.beust.jcommander.JCommanderTest.doubleQuotedStringShouldBeConsideredAsParameter.Arg",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.duplicateParameterNames",,,,,,,,16,1,,
Class,"com.beust.jcommander.JCommanderTest.duplicateParameterNames.Arg1",1,0,0,0,0,0,0,2,,2,0
Class,"com.beust.jcommander.JCommanderTest.duplicateParameterNames.Arg2",1,0,0,0,0,0,0,2,,2,0
Class,"com.beust.jcommander.JCommanderTest.duplicateParameterNames.ArgBase",1,2,2,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.dynamicParameters",,,,,,,,11,1,,
Class,"com.beust.jcommander.JCommanderTest.dynamicParameters.Command",1,3,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.emptyStringShouldBeConsideredAsParameter",,,,,,,,10,1,,
Class,"com.beust.jcommander.JCommanderTest.emptyStringShouldBeConsideredAsParameter.Arg",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.enabledAtSignExpansionTest",,,,,,,,10,1,,
Class,"com.beust.jcommander.JCommanderTest.enabledAtSignExpansionTest.Params",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.enumArgs",,,,,,,,17,3,,
Public Method,"com.beust.jcommander.JCommanderTest.enumArgs2",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.JCommanderTest.enumArgsCaseInsensitive",,,,,,,,6,1,,
Public Method,"com.beust.jcommander.JCommanderTest.enumArgsFail",,,,,,,,5,1,,
Public Method,"com.beust.jcommander.JCommanderTest.enumConverter",,,,,,,,19,1,,
Class,"com.beust.jcommander.JCommanderTest.enumConverter.Arg",1,3,0,0,1,0,0,4,,1,0
Class,"com.beust.jcommander.JCommanderTest.enumConverter.ColorEnumConverter",1,4,0,2,0,2,4,9,,2,0
Public Constructor,"com.beust.jcommander.JCommanderTest.enumConverter.ColorEnumConverter.ColorEnumConverter",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.enumConverter.ColorEnumConverter.convert",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.equalSeparator",,,,,,,,11,1,,
Class,"com.beust.jcommander.JCommanderTest.equalSeparator.MyClass",1,2,0,0,1,0,0,4,,1,0
Public Method,"com.beust.jcommander.JCommanderTest.exeParser",,,,,,,,9,1,,
Class,"com.beust.jcommander.JCommanderTest.exeParser.Params",1,2,0,0,1,0,0,4,,1,0
Public Static Method,"com.beust.jcommander.JCommanderTest.f",,,,,,,,9,1,,
Public Method,"com.beust.jcommander.JCommanderTest.finalArgs",,,,,,,,3,1,,
Public Method,"com.beust.jcommander.JCommanderTest.getParametersShouldNotNpe",,,,,,,,4,1,,
